WSI,NAME,LNG,LAT
0-203-0-11428,Domažlice,12.922385,49.444716
0-203-0-11430,Měděnec,13.13256,50.42936
0-203-0-11432,Nová Ves v Horách,13.48561,50.59244
0-203-0-11439,Strojetice,13.47694,50.17378
0-203-0-11442,Kralovice,13.494007,49.981823
0-203-0-11444,Heřmanov,13.57133,50.148529
0-203-0-11446,"Plzeň, Bolevec",13.386411,49.788378
0-203-0-11447,Stříbro,12.981105,49.752524
0-203-0-11451,Staňkov,13.067369,49.552537
0-203-0-11453,Hojsova Stráž,13.197146,49.212473
0-203-0-11454,Libkov,13.135593,49.366344
0-203-0-11455,Klatovy,13.303016,49.39042
0-203-0-11461,Teplice,13.836344,50.645153
0-203-0-11465,Smolnice,13.85617,50.30872
0-203-0-11468,Žatec,13.54319,50.34147
0-203-0-11474,Lány,13.952337,50.124148
0-203-0-11478,"Zbiroh, Švabín",13.751748,49.853987
0-203-0-11483,Rožmitál pod Třemšínem,13.8664,49.605
0-203-0-11485,Příbram,14.022433,49.694602
0-203-0-11486,Nepomuk,13.589389,49.486924
0-203-0-11488,Blatná,13.8731,49.4333
0-203-0-11490,Vlkonice,13.5897,49.3022
0-203-0-11491,"Strakonice, Nové Strakonice",13.8827,49.2546
0-203-0-11492,Sušice,13.5261728,49.23768
0-203-0-11493,Kašperské Hory,13.55,49.145556
0-203-0-11494,Horská Kvilda,13.5652533,49.0533197
0-203-0-11497,Husinec,13.9883,49.0522
0-203-0-11501,Děčín,14.20258,50.75097
0-203-0-11501028001,Lobendava,14.31347,51.01965
0-203-0-11501049001,Šluknov,14.45525,51.002722
0-203-0-11502020001,"Petrovice, Krásný Les",13.937667,50.767361
0-203-0-11503,"Ústí nad Labem, Vaňov",14.05831,50.62556
0-203-0-11503029001,"Český Jiřetín, Fláje",13.58558,50.68706
0-203-0-11504,Sněžník,14.08536,50.79683
0-203-0-11510,Kralupy nad Vltavou,14.289786,50.241923
0-203-0-11514,"Praha, Klementinum",14.416923,50.086634
0-203-0-11515,"Praha, Klementinum",14.416436,50.086341
0-203-0-11521,Dobřichovice,14.27585,49.9335
0-203-0-11522,Neumětely,14.037548,49.854272
0-203-0-11525,Kamýk nad Vltavou,14.24637,49.63234
0-203-0-11526,"Nedrahovice, Rudolec",14.440088,49.631723
0-203-0-11528,"Nadějkov, Větrov",14.4653,49.5169
0-203-0-11532,Vráž,14.1288047,49.3845275
0-203-0-11535,Bechyně,14.469444,49.299444
0-203-0-11539,Chelčice,14.169367,49.119265
0-203-0-11545,"Český Krumlov, Přísečná",14.33935,48.832242
0-203-0-11547,Černá v Pošumaví,14.1073211,48.7355761
0-203-0-11549,Vyšší Brod,14.3141131,48.6177092
0-203-0-11551,Varnsdorf,14.60222,50.90556
0-203-0-11552,Jablonné v Podještědí,14.77375,50.77206
0-203-0-11554,Česká Lípa,14.541141,50.675373
0-203-0-11556,"Český Dub, Modlibohov",14.981635,50.683677
0-203-0-11557,Stráž pod Ralskem,14.80739,50.70361
0-203-0-11558,Doksy,14.66731,50.56811
0-203-0-11559,"Kořenov, Jizerka",15.344272,50.819878
0-203-0-11561,Semčice,15.0036,50.3671
0-203-0-11562,Tuhaň,14.520416,50.29582
0-203-0-11563,Brandýs nad Labem-St.B,14.660559,50.189691
0-203-0-11571,Jílové u Prahy,14.489046,49.907837
0-203-0-11572,Ondřejov,14.784964,49.906761
0-203-0-11573,Benešov,14.69668,49.78862
0-203-0-11574,Netvořice,14.521178,49.818411
0-203-0-11578,"Vavřinec, Žíšov",15.067741,49.902888
0-203-0-11581,Hlasivo,14.7561,49.4981
0-203-0-11582,"Tábor, Měšice",14.702389,49.41
0-203-0-11583,"Černovice, Dobešov",14.9625,49.3575
0-203-0-11585,Borkovice,14.636825,49.207925
0-203-0-11589,"Třeboň, Lužnice",14.7585975,49.0617575
0-203-0-11591,"Rudolfov, Jivno",14.579722,49.003611
0-203-0-11593,Byňov,14.799947,48.816603
0-203-0-11595,Římov,14.4889,48.8494
0-203-0-11601,Frýdlant,15.09015,50.91785
0-203-0-11602,Bedřichov,15.13708,50.81511
0-203-0-11604,Nové Město pod Smrkem,15.23381,50.92358
0-203-0-11605,"Desná, Souš",15.319286,50.789354
0-203-0-11606,Harrachov,15.420036,50.781746
0-203-0-11608,Hejnice,15.18317,50.88456
0-203-0-11610,Turnov,15.154434,50.589631
0-203-0-11611,Holenice,15.302136,50.53026
0-203-0-11612,Holovousy,15.5810108,50.375735
0-203-0-11617,Poděbrady,15.133554,50.140503
0-203-0-11620,Seč,15.6479,49.844725
0-203-0-11621,Radovesnice II.,15.368164,50.106526
0-203-0-11622,"Čáslav, Nové město",15.3942797,49.901695
0-203-0-11623,Mokošín,15.56668,50.016395
0-203-0-11625,Nový Bydžov,15.497443,50.237553
0-203-0-11626,Hulice,15.086667,49.721111
0-203-0-11632,Nový Rychnov,15.365095,49.385922
0-203-0-11633,Luční bouda,15.697859,50.735318
0-203-0-11634,Počátky,15.2340794,49.2605217
0-203-0-11635,"Jindřichův Hradec, Děbolín",14.9575,49.1556
0-203-0-11637,Vrchlabí,15.646389,50.622778
0-203-0-11639,Lázně Bělohrad,15.588567,50.427437
0-203-0-11640,Labská bouda,15.544927,50.769883
0-203-0-11644,Benecko,15.5499,50.6713
0-203-0-11645,Trutnov,15.898311,50.558597
0-203-0-11649,"Hradec Králové, Nový Hradec Králové",15.838452,50.177649
0-203-0-11650,Dobřenice,15.638309,50.143231
0-203-0-11651,"Hradec Králové, Svobodné Dvory",15.787757,50.223004
0-203-0-11655,Libice nad Doubravou,15.704862,49.744164
0-203-0-11656,Havlíčkův Brod,15.579696,49.61188
0-203-0-11660,Vatín,15.96806,49.52306
0-203-0-11662,Hubenov,15.4669,49.3931
0-203-0-11667,Moravské Budějovice,15.8067,49.0611
0-203-0-11670,Žamberk,16.45477,50.069195
0-203-0-11671,Broumov,16.343617,50.569966
0-203-0-11674,Deštné v Orlic. horách,16.351959,50.306667
0-203-0-11675,Úpice,16.011618,50.506419
0-203-0-11676,Rokytnice v Orlic.horách,16.460258,50.164432
0-203-0-11678,Velichovky,15.832503,50.356612
0-203-0-11680,Rychnov nad Kněžnou,16.270033,50.164879
0-203-0-11684,"Gajer, Janov",16.406667,49.824722
0-203-0-11685,Nedvězí,16.3097,49.6344
0-203-0-11686,Bystřice nad Pernštejnem,16.25401,49.52416
0-203-0-11687,Velké Meziříčí,16.0086,49.3528
0-203-0-11691,Náměšť nad Oslavou,16.144155,49.2101581
0-203-0-11695,Troubsko,16.5074,49.1745
0-203-0-11696,Dyjákovice,16.2925,48.769
0-203-0-11701,Javorník,17.0075,50.3956
0-203-0-11703,"Staré Město pod Sněžníkem, Kunčice",16.943146,50.1925131
0-203-0-11704,"Staré Město pod Sněžníkem, Paprsek",16.988889,50.209444
0-203-0-11705,Šumperk,16.9675,49.9742
0-203-0-11709,Dubicko,16.9662,49.8269
0-203-0-11711,Třebařov,16.6969,49.8158
0-203-0-11713,Jevíčko,16.7055,49.6309
0-203-0-11716,Protivanov,16.83105,49.47782
0-203-0-11721,"Brno, Žabovřesky",16.5677,49.2165
0-203-0-11724,Pohořelice,16.5283,48.9844
0-203-0-11725,Kobylí,16.8814,48.9394
0-203-0-11726,Mikulov,16.6401,48.801911
0-203-0-11727,Lednice,16.798895,48.792616
0-203-0-11729,Brod nad Dyjí,16.5358,48.8733
0-203-0-11731,Jeseník,17.183333,50.231111
0-203-0-11733,Karlova Studánka,17.306832,50.074053
0-203-0-11736,Světlá Hora,17.4011,50.0331
0-203-0-11737,Rýmařov,17.296111,49.931389
0-203-0-11741,Paseka,17.2345,49.7776
0-203-0-11742,"Olomouc, Holice",17.2844,49.5758
0-203-0-11743,Plumlov,17.012222,49.468056
0-203-0-11748,Přerov,17.458889,49.464444
0-203-0-11749,Ivanovice na Hané,17.0894,49.3092
0-203-0-11751,Kroměříž,17.3653,49.2847
0-203-0-11754,Staré Město,17.4322,49.0917
0-203-0-11755,Strážnice,17.3381,48.8992
0-203-0-11756,Hodonín,17.104872,48.854292
0-203-0-11761,"Město Albrechtice, Žáry",17.560556,50.154167
0-203-0-11762,Krnov,17.6922,50.078
0-203-0-11763,Opava,17.878541,49.928847
0-203-0-11765,Bělotín,17.8042,49.5869
0-203-0-11767,Vítkov,17.757308,49.778037
0-203-0-11768,"Hranice, Drahotuše",17.701389,49.5525
0-203-0-11769,Valašské Meziříčí,17.9742,49.4636
0-203-0-11770,Hošťálková,17.8683,49.3514
0-203-0-11771,Bystřice pod Hostýnem,17.6706,49.3964
0-203-0-11775,Zlín,17.643333,49.236667
0-203-0-11776,"Velké Karlovice, Benešky",18.294392,49.397036
0-203-0-11777,Vizovice,17.84361,49.22297
0-203-0-11778,"Luhačovice, Kladná-Žilín",17.7925,49.0842
0-203-0-11779,Strání,17.7086,48.9033
0-203-0-11780,Štítná nad Vláří - Popov,17.9711,49.0728
0-203-0-11781,"Bohumín, Záblatí",18.3692,49.882
0-203-0-11784,Lučina,18.4425,49.7308
0-203-0-11785,Frenštát pod Radhoštěm,18.240568,49.541055
0-203-0-11786,Rožnov pod Radhoštěm,18.138224,49.461251
0-203-0-11788,Vsetín,17.9961,49.3442
0-203-0-11788,Vsetín,17.9961,49.3442
0-203-0-11789,"Huslenky, Kychová",18.1261,49.3
0-203-0-11790,"Ostrava, Poruba",18.15942,49.825331
0-203-0-11792,"Jablunkov, Návsí",18.7503,49.5875
0-203-0-11793,"Bílá, Salajka",18.4206592,49.4132897
0-203-0-11794,Horní Bečva,18.2983,49.4311
0-203-0-11795,Karviná,18.5332,49.8549
0-203-0-11797,Ropice,18.6125,49.6975
0-203-0-11798,Mořkov,18.057778,49.5414
0-203-0-20101025001,Budišov nad Budišovkou,17.618216,49.797195
0-203-0-20101047201,Odry,17.82,49.670833
0-203-0-20101069001,Nový Jičín,18.031111,49.6
0-203-0-20101095001,Hladké Životice,17.949444,49.690556
0-203-0-20101096001,"Fulnek, Kostelec",17.93251,49.7235
0-203-0-20101115001,Skřipov,17.9139,49.8178
0-203-0-20101139001,Příbor,18.1342,49.6403
0-203-0-20101147002,"Hukvaldy, Rychaltice",18.2208,49.6428
0-203-0-20101153101,Klimkovice,18.1347,49.7844
0-203-0-20101156002,"Ostrava, Zábřeh",18.24341,49.787786
0-203-0-20201004001,Vidly,17.2717,50.1056
0-203-0-20201017001,Karlovice,17.4510033,50.0936408
0-203-0-20201031001,Nové Heřminovy,17.558457,50.037435
0-203-0-20201038001,Heřmanovice,17.3816,50.1985
0-203-0-20201071001,Lichnov,17.633611,50.011111
0-203-0-20202005001,"Malá Morávka, Karlov",17.259444,50.025278
0-203-0-20202019001,"Rýmařov, Harrachov",17.286667,49.955833
0-203-0-20202026001,Lomnice,17.41431,49.8691
0-203-0-20202048001,Dlouhá Stráň,17.498288,49.95759
0-203-0-20202055001,Slezská Harta,17.575278,49.888611
0-203-0-20202070001,Melč,17.756944,49.849444
0-203-0-20202077001,Hradec nad Moravicí,17.870902,49.876837
0-203-0-20203012001,Hrabyně,18.0533,49.8783
0-203-0-20203023001,Děhylov,18.1667,49.8694
0-203-0-20301001001,"Bílá, Hlavatá",18.37984,49.421292
0-203-0-20301008002,"Staré Hamry, Samčanka",18.43389,49.468936
0-203-0-20301018001,Ostravice,18.400556,49.525833
0-203-0-20301022001,Pstruží,18.348889,49.559167
0-203-0-20301036001,"Morávka, Lúčka",18.55,49.532588
0-203-0-20301050204,Raškovice,18.468383,49.622266
0-203-0-20301053301,"Frýdek-Místek, Sviadnov",18.32057,49.7012208
0-203-0-20301060102,"Frýdek-Místek, Místek",18.315833,49.666667
0-203-0-20301060301,Paskov,18.3031,49.7244
0-203-0-20301070001,"Havířov, Bludovice",18.4406,49.7656
0-203-0-20301076001,"Šenov, Lapačka",18.380278,49.770556
0-203-0-20302008201,"Ostrava, Slezská Ostrava",18.317553,49.844977
0-203-0-20302014002,Hať,18.2542,49.9458
0-203-0-20303008001,Horní Lomná,18.637779,49.534088
0-203-0-20303018003,"Nýdek, Filipka",18.788599,49.616676
0-203-0-20303022001,Nýdek,18.7651222,49.6621492
0-203-0-20303032003,"Třinec, Oldřichovice, Javorový ",18.6275717,49.6275769
0-203-0-20303060001,"Těrlicko, Hradiště",18.531667,49.735278
0-203-0-20303075201,"Dolní Lutyně, Nerad",18.4147,49.9153
0-203-0-20401011001,Sudice,18.0736,50.0319
0-203-0-20401014001,Chuchelná,18.119769,49.991679
0-203-0-20402001001,Jindřichov,17.5231,50.2525
0-203-0-20402017001,Osoblaha,17.7135,50.2709
0-203-0-20402025001,Zlaté Hory,17.3926,50.263
0-203-0-20402025002,Zlaté Hory,17.3926,50.252778
0-203-0-20403023001,Božanov,16.361634,50.525216
0-203-0-20404027002,"Uhelná, Nové Vilémovice",16.984708,50.332069
0-203-0-20404050001,Černá Voda,17.1536,50.3092
0-203-0-20404057002,Vidnava,17.1917,50.37794
0-203-0-20404063001,"Bělá pod Pradědem, Filipovice",17.222222,50.127769
0-203-0-20404066002,"Bělá pod Pradědem, Červenohorské sedlo",17.154264,50.125009
0-203-0-20404085001,"Ostružná, Ramzová",17.065201,50.197223
0-203-0-20404091001,Mikulovice,17.3231,50.3006
0-203-0-20407004001,Jablonec nad Nisou,15.17959,50.72922
0-203-0-20407027001,"Mníšek, Fojtka",15.05856,50.82725
0-203-0-20407034001,Chrastava,14.95861,50.81872
0-203-0-20407036001,Chotyně,14.87175,50.83897
0-203-0-20408003001,Rumburk,14.57086,50.95156
0-203-0-20410001101,"Bílý Potok, Smědava",15.27318,50.84452
0-203-0-20410022001,Višňová,15.01814,50.96594
0-203-0-40102021001,Železná,12.581084,49.583431
0-203-0-40103004001,"Nemanice, Nemaničky",12.716909,49.431422
0-203-0-40201003001,Špičák,13.215816,49.169506
0-203-0-40201004001,Železná Ruda,13.228729,49.138245
0-203-0-40202009001,Všeruby,12.983841,49.343587
0-203-0-40202023201,Česká Kubice,12.857804,49.367941
0-203-0-40402004001,"Pasečná, Přední Výtoň",14.107778,48.610833
0-203-0-41001001001,"Dolní Morava, Slaměnka",16.832543,50.150637
0-203-0-41001004001,"Malá Morava, Sklené",16.841956,50.12165
0-203-0-41001034001,"Branná, Františkov",17.0129,50.1324
0-203-0-41001042001,Hanušovice,16.940556,50.0819
0-203-0-41001061001,"Dlouhé Stráně, Kouty nad Desnou",17.1794408,50.0854114
0-203-0-41001078001,Velké Losiny,17.051365,50.038056
0-203-0-41002010001,Lanškroun,16.625,49.9028
0-203-0-41002036001,Červená Voda,16.742859,50.04034
0-203-0-41002039001,Štíty,16.764343,49.956566
0-203-0-41002041001,Hoštejn,16.7688722,49.875125
0-203-0-41002054001,"Mírov, Míroveček",16.839447,49.796164
0-203-0-41002099001,"Moravská Třebová, Bezděčí, Unerázka",16.7567,49.7
0-203-0-41003016001,"Medlov, Hlivice",17.037966,49.782412
0-203-0-41003026002,Oskava,17.134781,49.90482
0-203-0-41003075001,Šternberk,17.2986,49.725
0-203-0-41003077001,Šternberk,17.275988,49.717754
0-203-0-41003091001,"Olomouc, Klášterní Hradisko",17.264465,49.608795
0-203-0-41003127001,Velký Újezd,17.482222,49.575556
0-203-0-41101014001,Velké Karlovice,18.286944,49.359444
0-203-0-41101034002,Zděchov,18.0772,49.2639
0-203-0-41101042002,Valašská Senice,18.126944,49.240278
0-203-0-41101046002,Lidečko,18.052524,49.20948
0-203-0-41101075001,"Kateřinice, Ojičná",17.873311,49.400762
0-203-0-41101084001,Valašská Bystřice,18.106298,49.416432
0-203-0-41101111001,Rožnov pod Radhoštěm,18.112788,49.462778
0-203-0-41102012001,Rajnochovice,17.810276,49.413825
0-203-0-41102037001,"Potštát, Boškov",17.6142,49.6238
0-203-0-41102038001,"Potštát, Kyžlířov",17.6764,49.6417
0-203-0-41102054001,Lipník nad Bečvou,17.590556,49.521944
0-203-0-41201009001,Náměšť na Hané,17.065,49.605
0-203-0-41201060001,Kralice na Hané,17.1827,49.4597
0-203-0-41202011001,Lysovice,16.968611,49.216667
0-203-0-41202031001,"Morkovice-Slížany, Slížany",17.2319,49.2417
0-203-0-41202048001,Podivice,17.003611,49.369444
0-203-0-41202062001,Kojetín,17.2944,49.3527
0-203-0-41202086001,Dřevohostice,17.586111,49.424444
0-203-0-41202117001,Újezdsko,17.364444,49.211944
0-203-0-41202144001,Kvasice,17.4703,49.2453
0-203-0-41301014002,"Zlín, Velíková",17.7606,49.2875
0-203-0-41301057001,Halenkovice,17.4540381,49.1929933
0-203-0-41301088002,Bojkovice,17.81,49.0402
0-203-0-41301102001,Horní Lhota,17.8033,49.155
0-203-0-41301123001,Nivnice,17.64502,48.98061
0-203-0-41302005002,Hluk,17.538,48.9863
0-203-0-41302015001,Blatnice pod svatým Antonínkem,17.462222,48.947778
0-203-0-41302020001,Buchlovice,17.335389,49.089008
0-203-0-41302026001,Bzenec,17.3055,48.9816
0-203-0-41302039002,Velká nad Veličkou,17.5167,48.8789
0-203-0-41302058001,Radějov,17.3348,48.8639
0-203-0-41401024002,Dačice,15.4344,49.0831
0-203-0-41401050001,Český Rudolec,15.322222,49.073333
0-203-0-41401070002,"Slavonice, Stálkov",15.2843,49.0292
0-203-0-41402044002,Jemnice,15.59,49.025
0-203-0-41402050001,Bítov,15.73,48.938333
0-203-0-41402053001,Vranov nad Dyjí,15.8186,48.9056
0-203-0-41402059001,Lukov,15.9077,48.8566
0-203-0-41402080001,Šatov,16.020556,48.789167
0-203-0-41402084001,Jaroslavice,16.2325,48.7553
0-203-0-41403002002,Láz,15.786675,49.013078
0-203-0-41403014001,Střelice,15.9828,48.9934
0-203-0-41403039001,Džbánice,16.2084664,49.0022497
0-203-0-41403043002,Božice,16.2881,48.8344
0-203-0-41403067001,Drnholec,16.48,48.8589
0-203-0-41501005002,"Křižánky, Moravské Křižánky",16.0667,49.6833
0-203-0-41501010001,Polička,16.269167,49.716111
0-203-0-41501024001,Kadov,16.07777778,49.6351314
0-203-0-41501030001,"Věcov, Jimramovské Pavlovice",16.2019,49.6153
0-203-0-41501037001,Vír,16.3139,49.5642
0-203-0-41501038001,Lísek,16.183611,49.583611
0-203-0-41501047001,Štěpánov nad Svratkou,16.3341,49.5041
0-203-0-41501048001,Olešnice,16.4166,49.5586
0-203-0-41501076001,Nové Město na Moravě,16.0689,49.5581
0-203-0-41501092002,Strážek,16.198,49.4411
0-203-0-41501115001,"Tišnov, Hájek",16.4725,49.3731
0-203-0-41501135001,Velká Bíteš,16.221,49.2918
0-203-0-41501140001,Veverská Bítýška,16.4317,49.2767
0-203-0-41501142001,Kuřim,16.5322,49.3006
0-203-0-41501153002,"Brno, Jundrov",16.5608,49.2019
0-203-0-41502003002,Hradec nad Svitavou,16.4875,49.7311
0-203-0-41502007002,Březová nad Svitavou,16.5003,49.6597
0-203-0-41502013001,"Stvolová, Skřib",16.550556,49.589167
0-203-0-41502036001,Knínice u Boskovic,16.692288,49.537004
0-203-0-41502057001,Obora,16.603611,49.451667
0-203-0-41502073001,Blansko,16.6503,49.3597
0-203-0-41502076001,Šošůvka,16.746944,49.414444
0-203-0-41502083001,Rozstání,16.835258,49.398026
0-203-0-41502105102,Babice nad Svitavou,16.6958,49.2889
0-203-0-41502109601,"Brno, Židenice",16.631111,49.1983
0-203-0-41503007001,Zastávka,16.36313,49.19298
0-203-0-41503035001,Nemochovice,17.1361,49.1808
0-203-0-41503047001,"Bučovice, Kloboučky",17.014033,49.129881
0-203-0-41503064001,Slavkov u Brna,16.879167,49.1575
0-203-0-41503067001,Bukovinka,16.798889,49.296944
0-203-0-41503084001,Milešovice,16.853889,49.083889
0-203-0-41503106201,Těšany,16.7658,49.0419
0-203-0-41503125001,Židlochovice,16.6152,49.0319
0-203-0-41601008001,"Batelov, Nová Ves",15.355278,49.278056
0-203-0-41601022101,Třešť,15.476111,49.293889
0-203-0-41601028001,Šimanov,15.4486,49.4614
0-203-0-41601049001,"Jihlava, Hruškové Dvory",15.6164,49.4064
0-203-0-41601054001,Vysoké Studnice,15.7303,49.3931
0-203-0-41601072001,Brtnice,15.6753,49.3069
0-203-0-41601082001,Nová Ves,15.7869,49.2547
0-203-0-41601087001,"Třebíč, Podklášteří",15.87,49.2236
0-203-0-41601100001,Budišov,16.0039,49.2717
0-203-0-41602008001,Bohdalov,15.871783,49.481656
0-203-0-41602014001,Radostín,15.9675,49.460278
0-203-0-41602037001,Pavlínov,15.8772,49.3508
0-203-0-41603002001,Štěměchy,15.7133,49.1936
0-203-0-41603036001,Hrotovice,16.0588,49.1105
0-203-0-41603056001,Moravský Krumlov,16.305604,49.040547
0-203-0-41604005001,Moravské Bránice,16.4494,49.0825
0-203-0-41604016001,Branišovice,16.4353,48.9661
0-203-0-41701001002,Dolní Věstonice,16.6414,48.8872
0-203-0-41701004001,Hustopeče,16.7258,48.9456
0-203-0-41701013001,Ždánice,17.025556,49.071944
0-203-0-41701032001,Klobouky u Brna,16.8767,48.9961
0-203-0-41701056001,Valtice,16.759167,48.745833
0-203-0-41701068002,Koryčany,17.17,49.1028
0-203-0-41701068003,Staré Hutě,17.2883,49.1372
0-203-0-41701090001,Hýsly,17.18,49.021389
0-203-0-41701099001,Dubňany,17.1028,48.9208
0-203-0-41701113001,Lanžhot,16.9575,48.724722
0-203-0-41701115002,Hrušky,16.9739,48.7919
0-203-0-42106052001,Hrčava,18.830278,49.51946
0-203-0-42108060001,Slavičín,17.8783,49.0853
0-203-0-42108066001,Valašské Klobouky,18.015,49.139167
0-203-0-42109005002,Starý Hrozenkov,17.8614,48.9681
